q1_named_function,q1_score,q2_measurable_outcome,q2_score,q3_tense,q3_score,classification_score,classification,justification,passage_id,firm,year,page_number,tier,source_document,source_type,llm_model,passage_text,validation_sample,human_label,agreement
NO,0,YES,1,CURRENT,1,2,Transitional,"The passage references a specific equity stake (2.9%) in an AI-named entity, providing a measurable financial detail, but describes no actual AI business function, application, or deployment — it is purely a corporate structure disclosure.",6033a4ad,ASOS,2025,176,tier1,ASOS_2025.pdf,annual_report,claude-sonnet-4-6,2 ASOS.com additionally has a branch registered in the Netherlands. 3 ASOS Projects Limited has a 2.9% interest in Action Artificial Intelligence Limited. All controlled UK incorporated entities share the same registered office as ASOS Plc.,no,,
NO,0,YES,1,CURRENT,1,2,Transitional,"The passage references a specific ownership stake (2.9%) in an AI-related entity, providing a measurable figure and current deployment context, but does not describe any specific AI business function or application.",44db683f,ASOS,2025,176,tier1,ASOS_2025.pdf,annual_report,claude-sonnet-4-6,"3 ASOS Projects Limited has a 2.9% interest in Action Artificial Intelligence Limited. All controlled UK incorporated entities share the same registered office as ASOS Plc. The registered offices of controlled non-UK entities and associates are detailed below: Entity Registered office ASOS US, Inc.",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"AI is mentioned only as a bullet point among focus investment areas (cloud, AI, IoT) without any specific application or deployment described; the measurable metrics present relate to e-commerce market growth, not AI outcomes.",b070a55e,About You,2021,73,tier1,AboutYou_2021.pdf,annual_report,claude-sonnet-4-6,"Annual Report FY 2021/2022 2__COMBINED MANAGEMENT REPORT Product-based­E-Commerce­as­Percentage­of­ Graphic: Total­Retail­2010−2025 1­(%) for focus investments in the next five years in Europe in 2022 as market dynamics normal- included: cloud, artificial intelligence, and the ise, equivalent to c. ",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"AI is mentioned only as a market sentiment driver ('artificial intelligence boom') with no specific business application or deployment described; the measurable figures relate to share price movements, not AI outcomes.",ebfad703,About You,2023,23,tier1,AboutYou_2023.pdf,annual_report,claude-sonnet-4-6,"This development PRICE DEVELOPMENT the Middle East. Towards the end of drove shares up to EUR 4.42 on January 11, FY 2023/2024, equity markets started to rally 2024. The start of FY 2023/2024 was characterized due to persistent disinflationary trends and by a challenging market environment for the a",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"AI is mentioned only as a passing reference to a market 'boom' driving equity markets, with no specific business function, application, or deployment described — it is purely contextual financial narrative.",b6c1f2cd,About You,2023,23,tier1,AboutYou_2023.pdf,annual_report,claude-sonnet-4-6,"Towards the end of drove shares up to EUR 4.42 on January 11, FY 2023/2024, equity markets started to rally 2024. The start of FY 2023/2024 was characterized due to persistent disinflationary trends and by a challenging market environment for the anticipation of multiple rate cuts in 2024 In the fol",no,,
NO,0,YES,1,ASPIRATIONAL,0,1,Symbolic,"AI is mentioned only as a market sentiment driver ('artificial intelligence boom') with no specific business application or deployment described; the measurable metric (EUR 3.83 share price) relates to market conditions, not AI use.",2d09408c,About You,2023,23,tier1,AboutYou_2023.pdf,annual_report,claude-sonnet-4-6,"The start of FY 2023/2024 was characterized due to persistent disinflationary trends and by a challenging market environment for the anticipation of multiple rate cuts in 2024 In the following weeks, the share price global equity markets triggered by the as well as the ongoing artificial intelligenc",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific deployed AI application (MAYA assistant providing personalized outfit recommendations) in current use, but lacks any measurable outcomes, metrics, or timelines to fully substantiate its impact.",3c6b580d,About You,2023,46,tier_1_and_2,AboutYou_2023.pdf,annual_report,claude-sonnet-4-6,"supply models also includes the implemen- unique customer experience, but also to tation of additional operating models. This increase efficiency both internally, as well as The uniform regulation of social and represents one of the essential opportunities along the customer journey. A specific envi",no,,
YES,1,NO,0,CURRENT,1,2,Transitional,"The passage names a specific AI application (MAYA assistant) performing a defined function (personalized outfit recommendations and shopping advice) and describes it as currently deployed, but provides no measurable outcomes, metrics, or timelines.",023f5b06,About You,2023,46,tier_1_and_2,AboutYou_2023.pdf,annual_report,claude-sonnet-4-6,"This increase efficiency both internally, as well as The uniform regulation of social and represents one of the essential opportunities along the customer journey. A specific environmental standards along the supply identified, which allows ABOUT YOU to example is the new AI assistant MAYA, which ch",no,,
YES,1,YES,1,CURRENT,1,3,Substantive,"The passage names a specific AI assistant (MAYA) performing a defined function (personalized outfit recommendations and shopping advice) with a concrete deployment timeline (DACH region since April 2024), satisfying all three criteria for substantive classification.",7e1c7a76,About You,2023,46,tier_1_and_2,AboutYou_2023.pdf,annual_report,claude-sonnet-4-6,"A specific environmental standards along the supply identified, which allows ABOUT YOU to example is the new AI assistant MAYA, which chain through the German Supply Chain further diversify the assortment across all has been providing customers with Due Diligence Act enables ABOUT YOU to supply mode",no,,
YES,1,NO,0,ASPIRATIONAL,0,1,Symbolic,"While personalization and customer experience are named as functions, the language is entirely forward-looking ('aims to', 'strives for') with no measurable outcomes, metrics, or evidence of current AI deployment.",00f11163,About You,2024,27,tier_1_and_2,AboutYou_2024.pdf,annual_report,claude-sonnet-4-6,"The founding of brands like LeGer creates an exclusive assortment attracting customers, who then also shop from other, non-exclusive brands at ABOUT YOU. Innovation and Personalization across multiple Consumer Touchpoints ABOUT YOU strives for continuous improvement of the customer-friendliness of i",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific deployed AI tool (MAYA), identifies concrete functions (personalized outfit recommendations and shopping advice), specifies a geographic market (DACH), and provides a deployment date (April 2024), making it fully substantive despite some surrounding aspirational language.",6918bd78,About You,2024,27,tier_1_and_2,AboutYou_2024.pdf,annual_report,claude-sonnet-4-6,"Innovation and Personalization across multiple Consumer Touchpoints ABOUT YOU strives for continuous improvement of the customer-friendliness of its technology platform and a consequently more and more exciting shopping experience. By leveraging innovative technologies, specifically Artificial Intel",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names a specific deployed AI tool (MAYA) with a concrete function (personalized outfit recommendations), a specific deployment date (April 2024) and region (DACH), while also referencing expected future outcomes such as higher customer engagement and loyalty.",6b427721,About You,2024,27,tier_1_and_2,AboutYou_2024.pdf,annual_report,claude-sonnet-4-6,"By leveraging innovative technologies, specifically Artificial Intelligence, ABOUT YOU aims to not only offer a unique customer experience, but also to increase efficiency both internally, as well as along the customer journey. A specific example is the new AI assistant MAYA, which has been providin",no,,
YES,1,NO,0,MIXED,1,2,Transitional,"The passage names a specific deployed AI assistant (MAYA) with a launch date and function (personalized outfit recommendations), but the outcomes cited—higher engagement, frequency, and loyalty—are expected future results rather than measured achievements.",443f78f1,About You,2024,27,tier_1_and_2,AboutYou_2024.pdf,annual_report,claude-sonnet-4-6,"A specific example is the new AI assistant MAYA, which has been providing customers with personalized outfit recommendations and shopping advice using artificial intelligence in the ABOUT YOU app in DACH since April 2024. As a result, ABOUT YOU expects higher customer engagement and frequency, along",no,,
YES,1,YES,1,MIXED,1,3,Substantive,"The passage names specific business functions (Allegro Pay, AI/machine learning teams, Ceneo checkout services) with a measurable target (approximately 20% of annual marketplace GMV) and references both current deployment (Allegro Pay growth acceleration) and future aims, making it substantive despite fragmented text.",868e929b,Allegro,2021,50,tier1,Allegro_2021.pdf,annual_report,claude-sonnet-4-6,"term, the Group aims to grow Allegro loans written years. The Ceneo management team has responded Full customer eligibility drove further acceleration to approximately 20% of annual marketplace GMV, The Group is a technology business with a world- to these challenges by focusing on investments to in",no,,
